Price,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight
"$9,450 ",59,"70,218",Petrol,110,1,0,1600,3,1050
"$8,450 ",64,"70,116",Petrol,110,1,0,1600,4,1035
"$9,500 ",65,"70,068",Petrol,110,1,0,1600,5,1075
"$10,500 ",67,"70,000",Petrol,107,1,1,1587,3,1065
"$6,950 ",68,"70,000",Petrol,86,1,0,1300,3,1015
"$9,750 ",68,"69,103",Petrol,110,0,0,1600,4,1035
"$6,950 ",58,"69,022",Petrol,86,1,0,1300,5,1035
"$9,650 ",67,"69,000",Petrol,110,1,0,1600,3,1065
"$9,950 ",68,"68,865",Petrol,110,1,0,1600,3,1065
"$9,250 ",58,"68,723",Petrol,86,0,0,1300,3,1025
"$8,950 ",63,"68,453",Petrol,110,1,0,1600,5,1070
"$9,900 ",63,"68,238",Petrol,86,0,0,1300,5,1050
"$10,995 ",63,"68,153",Petrol,110,1,0,1600,5,1085
"$10,500 ",65,"68,000",Petrol,110,0,0,1600,5,1075
"$8,950 ",65,"68,000",Petrol,86,1,0,1300,3,1015
"$9,750 ",67,"67,762",Petrol,110,1,0,1600,3,1065
"$10,950 ",68,"67,146",Petrol,110,1,0,1600,5,1075
"$9,750 ",67,"67,110",Petrol,86,1,0,1300,5,1035
"$9,950 ",59,"67,010",Petrol,110,1,0,1600,3,1065
"$10,500 ",65,"67,003",Petrol,110,1,0,1600,4,1035
"$10,400 ",68,"66,785",Petrol,86,0,1,1300,3,1045
"$8,800 ",68,"66,550",Petrol,86,0,0,1332,3,1010
"$10,500 ",61,"66,259",Petrol,110,1,0,1600,3,1065
"$9,250 ",62,"66,082",Petrol,110,0,0,1600,5,1070
"$7,800 ",65,"66,000",Petrol,86,1,0,1300,3,1015
"$9,950 ",61,"66,000",Petrol,110,0,0,1600,3,1050
"$10,750 ",63,"65,896",Petrol,110,1,0,1600,3,1065
"$10,950 ",67,"65,785",Petrol,110,1,0,1600,5,1075
"$9,950 ",65,"65,513",Petrol,110,1,1,1600,4,1070
"$9,950 ",59,"65,463",Petrol,110,1,0,1600,5,1070
"$8,100 ",68,"65,400",Petrol,86,1,0,1300,4,1000
"$9,250 ",60,"65,259",Petrol,110,1,0,1600,3,1050
"$7,800 ",64,"65,000",Petrol,110,1,0,1600,3,1050
"$9,000 ",68,"65,000",Petrol,110,0,0,1600,5,1070
"$8,950 ",57,"65,000",Petrol,110,0,0,1600,4,1035
"$8,950 ",62,"64,966",Petrol,86,0,0,1300,3,1020
"$9,950 ",68,"64,950",Petrol,110,1,0,1600,5,1075
"$8,500 ",60,"64,914",Petrol,110,1,0,1600,5,1070
"$7,995 ",62,"64,797",Petrol,110,1,0,1600,5,1075
"$8,750 ",65,"64,772",Petrol,110,1,0,1600,3,1050
"$9,750 ",63,"64,690",Petrol,86,0,0,1300,3,1020
"$10,950 ",65,"64,630",Petrol,110,0,0,1600,5,1070
"$9,750 ",67,"64,613",Petrol,110,1,0,1600,5,1085
"$8,200 ",60,"64,383",Petrol,86,0,0,1300,3,1015
"$8,950 ",68,"64,000",Petrol,110,0,0,1600,5,1075
"$9,500 ",66,"63,881",Petrol,86,0,0,1300,3,1015
"$10,950 ",58,"63,870",Diesel,72,0,0,2000,5,1135
"$9,750 ",66,"63,328",Petrol,86,0,1,1300,5,1065
"$9,950 ",65,"63,000",Petrol,86,1,1,1300,5,1065
"$10,450 ",61,"63,000",Petrol,86,0,1,1300,3,1050
"$9,850 ",65,"62,396",Petrol,110,0,0,1600,3,1050
"$9,450 ",62,"62,377",Petrol,110,1,0,1600,5,1075
"$10,295 ",67,"62,316",Petrol,110,1,0,1600,3,1050
"$9,750 ",68,"62,292",Petrol,110,1,0,1600,3,1065
"$8,950 ",65,"62,225",Petrol,110,1,0,1600,3,1050
"$9,900 ",68,"62,222",Petrol,110,0,0,1600,5,1075
"$8,750 ",66,"62,135",Petrol,86,1,0,1300,5,1035
"$9,950 ",58,"62,024",Petrol,110,1,0,1600,5,1075
"$8,500 ",60,"61,977",Petrol,86,1,0,1300,3,1015
"$9,950 ",62,"61,930",Petrol,110,1,0,1600,4,1035
"$10,950 ",57,"61,682",Petrol,110,0,0,1600,3,1050
"$9,795 ",68,"61,568",Petrol,110,1,0,1600,4,1035
"$8,750 ",68,"61,504",Petrol,110,1,0,1600,4,1035
"$8,250 ",65,"61,384",Petrol,110,1,0,1600,3,1050
"$9,950 ",58,"61,343",Petrol,110,1,0,1600,5,1075
"$9,950 ",62,"61,254",Petrol,110,0,0,1600,5,1075
"$10,500 ",59,"61,166",Petrol,110,1,0,1600,3,1050
"$9,750 ",62,"61,149",Petrol,86,1,0,1300,5,1040
"$11,250 ",61,"61,144",Petrol,110,1,0,1600,5,1090
"$8,900 ",59,"61,127",Petrol,110,1,0,1600,3,1050
"$7,950 ",60,"61,100",Petrol,86,1,0,1300,3,1015
"$11,500 ",68,"61,100",Petrol,110,1,0,1600,5,1075
"$9,450 ",57,"61,000",Petrol,110,1,0,1600,3,1050
"$7,995 ",65,"60,724",Petrol,86,1,0,1300,3,1015
"$10,995 ",59,"60,708",Petrol,86,1,0,1300,5,1045
"$8,950 ",61,"60,532",Petrol,110,1,0,1600,3,1050
"$8,250 ",67,"60,000",Petrol,86,0,1,1300,4,1030
"$8,950 ",66,"60,000",Petrol,86,1,0,1300,3,1015
"$8,950 ",65,"60,000",Petrol,86,1,0,1300,3,1015
"$9,500 ",62,"59,295",Petrol,86,0,0,1300,5,1035
"$7,500 ",65,"59,264",Petrol,86,0,0,1300,3,1015
"$8,950 ",63,"59,000",Petrol,110,0,0,1600,3,1050
"$9,950 ",63,"59,000",Petrol,86,1,0,1300,5,1035
"$9,750 ",65,"59,000",Petrol,110,0,0,1600,5,1075
"$9,450 ",61,"59,000",Petrol,110,1,0,1600,5,1070
"$9,950 ",65,"59,000",Petrol,110,0,0,1600,3,1050
"$9,750 ",68,"58,860",Petrol,110,1,0,1600,3,1055
"$8,950 ",65,"58,829",Petrol,110,0,0,1600,3,1050
"$8,250 ",66,"58,654",Petrol,110,1,0,1600,5,1070
"$7,750 ",65,"58,300",Petrol,86,1,0,1300,3,1015
"$8,950 ",60,"58,269",Petrol,110,1,0,1600,3,1050
"$9,950 ",64,"58,136",Petrol,110,1,0,1600,5,1075
"$9,450 ",66,"58,113",Petrol,107,1,1,1600,3,1085
"$12,950 ",67,"58,058",Petrol,110,1,0,1600,3,1065
"$9,950 ",58,"58,000",Petrol,110,1,0,1600,3,1050
"$10,495 ",62,"58,000",Petrol,110,1,0,1600,3,1065
"$7,950 ",68,"57,565",Petrol,86,1,0,1300,5,1035
"$10,500 ",63,"57,413",Petrol,107,0,1,1600,5,1115
"$8,950 ",65,"57,374",Petrol,110,1,0,1600,5,1075
"$9,900 ",62,"57,179",Petrol,110,1,0,1600,5,1075
"$9,995 ",61,"57,169",Petrol,110,1,0,1600,3,1065
"$9,950 ",63,"57,124",Petrol,110,1,0,1600,3,1065
"$9,950 ",63,"57,000",Petrol,110,1,0,1600,3,1050
"$8,250 ",67,"57,000",Petrol,110,0,0,1600,3,1050
"$9,950 ",63,"57,000",Petrol,86,1,0,1300,5,1035
"$8,950 ",59,"56,259",Petrol,86,0,0,1300,3,1015
"$10,950 ",62,"56,209",Petrol,107,1,1,1600,3,1080
"$9,250 ",67,"56,074",Petrol,86,0,0,1300,4,1000
"$9,950 ",63,"55,942",Petrol,110,1,0,1600,5,1070
"$9,995 ",57,"55,844",Petrol,86,1,0,1300,5,1045
"$8,750 ",61,"55,747",Petrol,86,0,0,1300,3,1020
"$10,950 ",58,"55,478",Petrol,86,0,0,1300,5,1045
"$10,350 ",60,"55,085",Petrol,107,0,1,1600,5,1105
"$9,950 ",65,"55,061",Petrol,110,1,0,1600,5,1070
"$8,950 ",65,"55,000",Petrol,86,1,0,1300,3,1015
"$10,950 ",57,"55,000",Petrol,110,0,0,1600,5,1075
"$10,950 ",63,"54,936",Petrol,110,1,0,1600,5,1075
"$8,950 ",68,"54,875",Petrol,110,1,0,1600,5,1070
"$8,900 ",67,"54,847",Petrol,110,0,0,1600,3,1050
"$10,250 ",60,"54,554",Petrol,110,1,0,1600,3,1065
"$9,450 ",61,"54,125",Petrol,110,1,0,1600,5,1035
"$9,250 ",61,"54,000",Petrol,110,1,0,1600,3,1055
"$10,500 ",57,"54,000",Petrol,110,1,0,1600,5,1075
"$7,350 ",58,"54,000",Petrol,86,0,0,1300,5,1035
"$10,250 ",57,"54,000",Petrol,110,1,0,1600,3,1135
"$10,250 ",62,"53,285",Petrol,110,1,0,1600,5,1075
"$11,500 ",65,"53,053",Petrol,110,1,0,1600,5,1075
"$8,950 ",68,"53,000",Petrol,110,1,1,1587,3,1075
"$7,750 ",68,"53,000",Petrol,86,0,0,1300,3,1015
"$9,500 ",64,"52,968",Petrol,110,1,0,1600,3,1050
"$8,450 ",67,"52,800",Petrol,86,1,0,1300,3,1015
"$8,950 ",57,"52,548",Petrol,110,0,0,1600,3,1050
"$8,400 ",60,"52,487",Petrol,110,1,0,1600,4,1035
"$9,250 ",66,"52,383",Petrol,86,0,0,1300,3,1015
"$8,900 ",61,"52,112",Petrol,110,1,0,1600,4,1035
"$8,750 ",58,"51,712",Petrol,110,0,0,1600,3,1050
"$10,950 ",58,"51,421",Petrol,110,0,1,1600,5,1105
"$8,950 ",61,"51,235",Petrol,86,1,0,1300,4,1000
"$8,950 ",65,"51,000",Petrol,86,1,0,1300,3,1015
"$8,895 ",61,"50,925",Petrol,110,1,0,1600,5,1070
"$9,390 ",66,"50,806",Petrol,86,0,0,1300,3,1480
"$8,750 ",59,"50,469",Petrol,110,1,0,1600,5,1070
"$9,750 ",61,"50,173",Petrol,110,1,0,1600,5,1075
"$9,950 ",62,"50,000",Petrol,110,1,0,1600,5,1075
"$10,950 ",65,"49,942",Petrol,110,0,0,1600,3,1065
"$9,900 ",67,"49,585",Petrol,110,0,0,1600,5,1085
"$9,500 ",62,"49,258",Petrol,110,1,0,1600,4,1035
"$9,950 ",61,"49,000",Petrol,110,0,0,1600,3,1050
"$9,950 ",63,"48,738",Petrol,110,0,0,1600,5,1055
"$10,500 ",62,"47,750",Petrol,86,1,0,1300,5,1040
"$9,950 ",63,"47,612",Petrol,86,0,0,1300,3,1015
"$10,495 ",68,"47,500",Petrol,86,1,0,1300,5,1035
"$9,500 ",66,"47,237",Petrol,110,0,0,1600,3,1050
"$8,500 ",58,"47,171",Petrol,86,1,0,1300,3,1015
"$10,450 ",60,"47,060",Petrol,110,0,0,1600,4,1035
"$8,950 ",65,"47,014",Petrol,86,1,0,1300,3,1015
"$9,900 ",59,"46,929",Petrol,86,1,0,1300,3,1025
"$8,900 ",63,"46,000",Petrol,86,0,0,1300,5,1035
"$8,745 ",65,"45,681",Petrol,110,0,0,1600,3,1050
"$8,750 ",65,"45,549",Petrol,86,1,0,1300,3,1015
"$10,750 ",57,"45,000",Petrol,110,1,0,1600,5,1050
"$9,750 ",57,"45,000",Petrol,110,1,0,1600,3,1050
"$8,850 ",65,"45,000",Petrol,110,0,0,1600,5,1075
"$7,950 ",66,"45,000",Petrol,86,1,0,1300,5,1035
"$9,450 ",63,"45,000",Petrol,110,1,0,1600,4,1035
"$9,950 ",61,"45,000",Petrol,107,0,1,1600,3,1085
"$8,250 ",63,"44,944",Petrol,110,1,0,1600,4,1035
"$9,950 ",61,"44,597",Petrol,86,0,0,1300,3,1015
"$9,995 ",68,"44,458",Petrol,86,0,0,1300,3,1015
"$9,950 ",59,"43,818",Petrol,110,0,0,1600,5,1070
"$10,495 ",60,"43,426",Petrol,110,1,0,1600,5,1070
"$7,950 ",58,"43,000",CNG,110,1,1,1600,4,1114
"$8,950 ",68,"43,000",Petrol,110,1,0,1600,5,1035
"$9,695 ",57,"43,000",Petrol,110,0,0,1600,5,1075
"$7,750 ",64,"43,000",Petrol,86,0,0,1300,3,1015
"$9,950 ",68,"42,750",Petrol,110,1,0,1600,3,1050
"$9,950 ",67,"42,102",Petrol,110,1,0,1600,5,1075
"$9,950 ",63,"41,586",Petrol,110,1,0,1600,5,1114
"$9,900 ",64,"41,200",Petrol,110,0,0,1600,5,1070
"$10,950 ",57,"40,214",Petrol,86,0,0,1300,3,1025
"$8,950 ",60,"40,000",Petrol,86,1,0,1300,4,1000
"$8,950 ",66,"39,222",Petrol,86,1,1,1300,3,1045
"$8,250 ",66,"39,144",Petrol,110,1,0,1600,3,1050
"$10,250 ",62,"39,000",Petrol,110,1,0,1600,5,1075
"$8,750 ",61,"38,019",Petrol,110,1,0,1600,5,1070
"$9,750 ",68,"37,759",Petrol,110,1,0,1600,5,1070
"$10,950 ",61,"37,500",Petrol,110,0,0,1600,5,1085
"$10,950 ",60,"37,111",Petrol,110,1,0,1600,3,1050
"$9,750 ",62,"37,000",Petrol,86,0,0,1300,3,1015
"$8,900 ",59,"36,954",Petrol,110,1,0,1600,3,1050
"$9,500 ",60,"36,943",Petrol,110,0,0,1600,5,1070
"$9,950 ",63,"36,923",Petrol,86,0,0,1300,5,1050
"$9,950 ",66,"36,658",Petrol,110,0,0,1600,3,1050
"$8,250 ",65,"36,000",Petrol,86,1,0,1300,3,1015
"$10,450 ",65,"36,000",Petrol,110,1,0,1600,3,1065
"$10,950 ",62,"35,512",Petrol,110,1,0,1600,3,1065
"$9,250 ",65,"35,283",Petrol,86,1,0,1300,3,1015
"$8,900 ",68,"35,000",Petrol,110,1,0,1600,3,1050
"$10,900 ",57,"35,000",Petrol,86,1,0,1300,5,1045
"$9,750 ",64,"34,114",Petrol,110,0,0,1600,3,1050
"$11,950 ",58,"34,000",Petrol,110,0,0,1600,5,1075
"$7,900 ",68,"33,847",Petrol,86,1,0,1300,4,1000
"$10,900 ",57,"33,535",Petrol,110,0,0,1600,4,1035
"$10,450 ",65,"33,000",Petrol,110,0,0,1600,3,1050
"$10,950 ",59,"32,150",Petrol,110,1,0,1600,5,1085
"$9,950 ",65,"31,588",Petrol,86,1,0,1300,3,1015
"$10,750 ",60,"31,480",Petrol,110,1,0,1600,3,1065
"$9,900 ",57,"31,307",Petrol,110,1,0,1600,5,1070
"$10,750 ",68,"31,000",Petrol,110,1,0,1600,4,1035
"$10,450 ",58,"30,634",Petrol,110,1,0,1600,5,1075
"$9,450 ",68,"30,300",Petrol,86,1,0,1300,4,1000
"$10,750 ",60,"28,500",Petrol,86,1,1,1300,3,1045
"$10,950 ",60,"28,500",Petrol,110,0,0,1600,5,1075
"$10,000 ",57,"28,000",Petrol,86,0,0,1300,3,1015
"$10,500 ",68,"26,698",Petrol,110,0,0,1600,3,1055
"$12,500 ",62,"26,000",Petrol,107,0,1,1600,3,1085
"$8,950 ",62,"25,505",Petrol,86,1,0,1300,5,1035
"$10,500 ",58,"25,000",Petrol,110,1,0,1600,5,1075
"$9,245 ",66,"22,835",Petrol,110,1,0,1600,3,1050
"$10,950 ",59,"22,705",Petrol,110,1,0,1600,5,1075
"$9,500 ",63,"22,178",Petrol,86,1,0,1300,3,1015
"$10,900 ",62,"17,345",Petrol,110,1,0,1600,3,1050
"$10,950 ",67,"15,535",Petrol,86,1,1,1300,4,1030
"$9,450 ",66,"15,110",Petrol,86,0,0,1300,5,1035
"$5,900 ",73,"232,940",Diesel,72,0,0,2000,5,1172
"$6,950 ",79,"218,118",Diesel,72,0,0,2000,5,1150
"$6,000 ",78,"217,764",Diesel,72,1,0,2000,5,1135
"$5,250 ",79,"207,114",CNG,110,1,0,1600,5,1114
"$4,400 ",74,"203,254",Diesel,72,1,0,2000,3,1135
"$6,750 ",77,"200,732",Diesel,72,1,0,2000,4,1100
"$8,500 ",69,"197,501",Diesel,72,0,0,2000,5,1135
"$6,150 ",80,"194,765",Diesel,72,0,0,2000,3,1120
"$6,950 ",76,"191,620",Diesel,72,0,0,2000,5,1150
"$5,750 ",76,"183,277",Diesel,72,0,0,2000,3,1115
"$8,750 ",78,"180,378",Diesel,72,1,0,2000,4,1100
"$6,500 ",70,"178,800",Diesel,72,0,0,2000,3,1115
"$5,950 ",73,"176,177",Petrol,110,1,0,1600,5,1075
"$6,500 ",78,"176,000",Petrol,86,0,0,1300,5,1035
"$10,500 ",77,"172,980",Diesel,72,1,0,2000,5,1135
"$8,500 ",77,"170,000",Diesel,72,0,0,2000,4,1100
"$7,950 ",71,"164,000",Petrol,110,1,0,1600,3,1050
"$5,800 ",78,"161,775",Petrol,86,1,0,1300,3,1015
"$6,750 ",80,"160,000",Petrol,86,0,0,1300,3,1015
"$6,950 ",78,"159,968",Diesel,72,0,0,2000,3,1115
"$5,740 ",74,"159,908",Petrol,110,0,0,1600,3,1050
"$6,550 ",73,"158,492",Petrol,86,0,0,1300,3,1015
"$8,950 ",69,"156,204",Diesel,72,1,0,2000,3,1115
"$6,750 ",73,"156,169",Petrol,86,1,0,1300,5,1035
"$7,950 ",78,"155,210",Petrol,110,0,0,1600,3,1050
"$7,950 ",69,"155,000",Diesel,72,0,0,2000,3,1115
"$7,450 ",76,"154,900",Diesel,72,1,0,2000,5,1140
"$7,750 ",70,"151,300",Diesel,72,1,0,2000,5,1150
"$6,450 ",71,"151,000",CNG,110,1,0,1600,5,1094
"$7,900 ",75,"150,000",Diesel,72,1,0,2000,3,1135
"$6,900 ",69,"146,304",Diesel,72,1,0,2000,3,1115
"$5,600 ",75,"146,197",Petrol,86,0,0,1300,3,1015
"$5,950 ",77,"145,996",Petrol,110,0,0,1600,4,1035
"$6,950 ",80,"143,560",Petrol,86,1,1,1300,3,1045
"$7,950 ",71,"139,145",Diesel,73,0,0,2000,2,1115
"$8,950 ",79,"138,500",Petrol,86,0,0,1300,5,1050
"$7,950 ",74,"137,741",Diesel,90,1,0,2000,5,1135
"$9,500 ",80,"137,178",Diesel,90,1,0,2000,5,1135
"$8,600 ",76,"134,889",Diesel,72,1,0,2000,3,1115
"$5,950 ",71,"134,660",Diesel,72,0,0,2000,5,1135
"$7,750 ",73,"134,539",Petrol,110,0,0,1600,5,1070
"$7,950 ",79,"131,500",Diesel,72,0,0,2000,5,1140
"$6,950 ",77,"131,307",Petrol,110,1,0,1600,3,1050
"$7,250 ",74,"130,025",Petrol,110,1,0,1600,3,1050
"$6,500 ",78,"130,000",Petrol,86,0,0,1300,5,1015
"$7,250 ",77,"128,960",Petrol,110,1,0,1600,5,1070
"$9,250 ",80,"128,351",Petrol,110,1,0,1600,5,1070
"$8,250 ",73,"128,006",Petrol,110,1,0,1600,3,1050
"$7,250 ",71,"127,159",Diesel,72,1,0,2000,3,1115
"$5,250 ",72,"126,478",Petrol,110,1,0,1600,4,1035
"$7,900 ",77,"126,000",Petrol,110,1,0,1600,5,1050
"$6,900 ",76,"125,778",Petrol,110,0,0,1600,3,1050
"$7,900 ",75,"125,400",Petrol,110,0,0,1600,3,1050
"$7,250 ",74,"124,910",Diesel,72,0,0,2000,5,1135
"$8,450 ",70,"124,743",Petrol,110,1,0,1600,3,1050
"$7,950 ",76,"124,591",Petrol,110,1,0,1600,5,1075
"$7,950 ",74,"124,057",Petrol,110,1,0,1600,3,1050
"$6,450 ",72,"123,403",Petrol,110,1,0,1600,3,1050
"$6,650 ",75,"123,104",Petrol,110,1,0,1600,5,1070
"$7,950 ",74,"123,077",Petrol,86,1,0,1300,3,1015
"$7,250 ",80,"122,820",Petrol,86,0,0,1300,5,1040
"$7,450 ",77,"122,290",Petrol,110,0,0,1600,3,1050
"$7,950 ",74,"121,900",Petrol,110,1,0,1600,4,1035
"$7,250 ",77,"121,545",Petrol,110,1,0,1600,5,1070
"$8,250 ",71,"120,474",Diesel,72,1,0,2000,3,1115
"$8,950 ",76,"120,263",Diesel,72,1,0,2000,5,1135
"$7,750 ",74,"120,196",Petrol,110,1,0,1600,3,1050
"$8,500 ",71,"120,000",Petrol,110,0,0,1600,5,1085
"$7,750 ",78,"120,000",Petrol,110,0,0,1600,5,1075
"$5,750 ",73,"115,877",Petrol,110,0,0,1600,4,1035
"$6,900 ",76,"115,345",Petrol,110,1,0,1600,5,1070
"$6,500 ",71,"115,157",Petrol,110,1,0,1600,3,1050
"$6,500 ",78,"115,000",Petrol,107,1,1,1600,5,1100
"$7,600 ",77,"114,258",Petrol,86,1,0,1300,5,1050
"$8,950 ",73,"112,963",Diesel,72,1,0,2000,5,1135
"$7,450 ",74,"112,307",Petrol,110,1,0,1600,5,1070
"$7,350 ",72,"112,000",Petrol,86,1,0,1300,3,1015
"$7,750 ",73,"111,602",Petrol,86,1,0,1300,3,1015
"$7,460 ",80,"111,392",CNG,110,0,0,1598,3,1083
"$9,250 ",76,"110,901",Petrol,110,1,0,1600,5,1085
"$7,250 ",80,"110,887",Petrol,110,1,0,1600,3,1055
"$6,500 ",72,"110,634",Petrol,86,1,0,1300,3,1015
"$6,800 ",80,"110,000",Petrol,110,1,0,1600,4,1035
"$8,700 ",75,"109,540",Petrol,110,0,0,1600,5,1085
"$7,500 ",78,"109,263",Petrol,110,0,0,1600,5,1070
"$7,750 ",71,"107,516",Petrol,110,1,0,1600,3,1050
"$7,950 ",73,"107,108",Petrol,110,1,0,1600,3,1050
"$9,950 ",75,"107,000",Petrol,110,1,0,1600,3,1050
"$6,640 ",74,"106,250",Petrol,110,0,0,1600,5,1070
"$8,750 ",71,"106,150",Petrol,86,0,0,1300,3,1015
"$7,750 ",72,"106,108",Petrol,110,1,0,1600,3,1050
"$5,950 ",72,"105,856",Petrol,86,0,0,1300,3,1015
"$6,750 ",77,"105,152",Petrol,86,0,0,1300,3,1015
"$6,500 ",80,"105,135",Petrol,110,1,0,1600,3,1050
"$8,750 ",76,"104,344",Petrol,110,1,0,1600,3,1050
"$7,950 ",74,"104,150",Petrol,110,1,0,1600,3,1050
"$6,750 ",74,"104,000",Petrol,86,1,0,1300,3,1010
"$7,950 ",73,"103,121",Petrol,86,1,0,1300,5,1035
"$7,950 ",80,"102,300",Petrol,86,1,0,1300,3,1015
"$8,950 ",75,"102,005",Petrol,107,1,1,1600,5,1105
"$7,750 ",77,"102,000",Petrol,86,1,0,1300,3,1015
"$6,450 ",75,"101,855",Petrol,110,1,0,1600,5,1070
"$6,900 ",74,"101,773",Petrol,110,0,0,1600,3,1050
"$8,450 ",75,"101,159",Petrol,110,1,0,1600,5,1085
"$6,750 ",74,"101,000",Petrol,86,0,0,1300,3,1015
"$8,050 ",74,"100,732",Petrol,86,1,1,1300,4,1030
"$9,500 ",79,"100,719",Petrol,110,0,0,1600,5,1070
"$7,750 ",78,"100,487",Petrol,110,0,0,1600,4,1035
"$8,500 ",80,"100,458",Petrol,110,0,0,1600,5,1085
"$7,795 ",75,"100,192",Petrol,110,1,0,1600,3,1050
"$6,490 ",80,"100,123",Petrol,110,1,0,1600,3,1050
"$7,950 ",73,"99,971",Petrol,110,1,0,1600,3,1050
"$6,425 ",79,"99,397",Petrol,86,0,0,1300,5,1035
"$8,950 ",69,"99,374",Petrol,86,1,0,1300,5,1035
"$6,950 ",72,"99,245",Petrol,110,1,0,1600,5,1114
"$8,750 ",79,"98,742",Petrol,110,0,0,1600,5,1085
"$8,450 ",71,"98,154",Petrol,110,1,0,1600,3,1050
"$7,950 ",77,"98,000",Petrol,110,1,0,1600,5,1065
"$7,950 ",80,"97,548",Petrol,86,0,0,1300,5,1035
"$8,900 ",78,"97,534",Petrol,110,1,0,1600,5,1070
"$8,950 ",73,"97,494",Petrol,110,1,0,1600,5,1085
"$8,900 ",73,"97,085",Petrol,110,1,0,1600,5,1085
"$7,950 ",69,"97,000",Petrol,110,0,0,1600,4,1035
"$6,495 ",74,"96,302",Petrol,86,1,0,1300,3,1015
"$7,250 ",78,"96,000",Petrol,86,1,0,1300,3,1015
"$9,250 ",74,"96,000",Petrol,110,1,0,1600,5,1085
"$6,650 ",78,"95,909",Petrol,110,1,0,1600,5,1070
"$6,990 ",79,"95,700",Petrol,110,0,0,1600,5,1085
"$7,750 ",78,"95,651",Petrol,110,1,0,1600,5,1070
"$6,950 ",79,"95,000",Petrol,86,1,0,1300,5,1035
"$7,250 ",80,"94,447",Petrol,110,0,0,1600,3,1050
"$9,950 ",80,"94,079",Petrol,110,1,0,1600,5,1085
"$9,250 ",80,"93,841",Petrol,110,0,0,1600,5,1070
"$7,200 ",79,"93,090",Petrol,86,1,0,1300,5,1035
"$8,250 ",72,"93,066",Petrol,110,1,0,1600,5,1075
"$8,950 ",79,"93,039",Petrol,110,1,0,1600,3,1050
"$8,250 ",77,"93,000",Petrol,110,1,0,1600,5,1075
"$6,250 ",80,"92,830",Petrol,86,1,0,1300,3,1015
"$9,900 ",80,"92,255",Petrol,107,0,1,1600,5,1105
"$7,300 ",80,"92,096",Petrol,86,1,0,1300,5,1035
"$8,950 ",72,"91,921",Petrol,86,1,0,1300,3,1020
"$6,500 ",70,"91,900",Petrol,86,1,0,1300,3,1015
"$7,950 ",78,"91,399",Petrol,110,1,0,1600,5,1070
"$7,450 ",75,"91,082",Petrol,110,1,0,1600,3,1050
"$7,950 ",71,"90,370",Petrol,86,1,0,1300,5,1035
"$8,500 ",78,"90,345",Petrol,86,1,0,1300,5,1035
"$6,950 ",77,"90,305",Petrol,86,1,0,1300,3,1015
"$7,950 ",78,"90,011",Petrol,86,0,1,1300,3,1045
"$6,750 ",77,"90,000",Petrol,86,1,0,1300,3,1015
"$8,450 ",70,"89,983",Petrol,110,0,0,1600,3,1055
"$7,500 ",78,"89,953",Petrol,110,0,0,1600,5,1114
"$8,750 ",74,"89,800",Diesel,72,1,0,2000,3,1115
"$8,750 ",79,"89,739",Petrol,86,1,0,1300,5,1035
"$8,950 ",76,"89,520",Petrol,110,1,0,1600,3,1050
"$7,450 ",75,"89,507",Petrol,86,0,0,1300,3,1015
"$9,200 ",69,"89,096",Petrol,110,1,0,1600,5,1085
"$8,950 ",74,"88,700",Petrol,110,1,0,1600,3,1050
"$7,850 ",72,"88,500",Petrol,110,1,0,1600,5,1075
"$6,950 ",73,"88,186",Diesel,72,1,0,2000,3,1115
"$7,200 ",75,"88,000",Petrol,110,1,0,1600,3,1050
"$7,450 ",78,"87,743",Petrol,110,0,0,1600,3,1055
"$6,750 ",75,"87,613",Petrol,86,0,0,1300,3,1015
"$7,500 ",73,"87,358",Petrol,110,1,0,1600,3,1050
"$7,450 ",72,"87,083",Petrol,110,0,0,1600,4,1035
"$7,950 ",70,"87,000",Petrol,110,1,0,1600,4,1035
"$7,250 ",78,"87,000",Petrol,110,1,0,1600,4,1035
"$7,950 ",73,"87,000",Petrol,86,1,0,1300,3,1015
"$8,250 ",80,"87,000",Petrol,86,1,0,1300,3,1015
"$8,250 ",72,"86,860",Petrol,110,0,0,1600,5,1075
"$6,750 ",80,"86,109",Petrol,110,1,0,1600,3,1055
"$8,750 ",79,"86,000",Petrol,86,1,0,1300,5,1040
"$8,950 ",80,"86,000",Petrol,110,0,0,1600,3,1050
"$8,500 ",70,"85,864",Diesel,72,1,0,2000,5,1135
"$8,250 ",80,"85,565",Petrol,110,0,0,1600,5,1070
"$9,450 ",70,"85,470",Petrol,107,0,1,1600,3,1080
"$7,950 ",73,"85,200",Petrol,110,1,0,1600,3,1050
"$7,900 ",70,"85,000",Petrol,110,1,0,1600,3,1055
"$8,500 ",73,"84,988",Petrol,110,1,0,1600,3,1050
"$8,250 ",79,"84,966",Petrol,110,0,0,1600,5,1070
"$8,250 ",76,"84,472",Petrol,110,1,0,1600,5,1070
"$8,950 ",73,"84,402",Petrol,110,1,0,1600,4,1035
"$7,950 ",74,"84,123",Petrol,110,0,0,1600,3,1050
"$6,950 ",80,"84,000",Petrol,110,0,0,1600,5,1075
"$7,250 ",78,"84,000",Petrol,110,1,0,1600,5,1065
"$7,750 ",77,"84,000",Petrol,110,1,0,1600,5,1085
"$8,700 ",75,"83,850",Petrol,110,1,0,1600,3,1055
